student_id,age_father,age_mother,edubg_father,edubg_mother,affiliation_father,affiliation_mother,family_income,is_only_child,live_on_campus,gathering_frequency_father,gathering_frequency_mother,family_traveling_times
92d0b62154f2001406b4eb067d8a1bd1,40,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),State-owned Enterprise,State-owned Enterprise,0-100000,No,No,once every week,once every day,7,
3ec49aa773597a0db674e9bcb77daa48,42,37,Undergraduate (full-time),Secondary School (Vocatioinal Route),Private Enterprise,Private Enterprise,150000-200000,No,No,once every day,once every day,3,
b38f1b7043173ab0e08151b2ed607341,41,36,Higher National Diploma (part-time),Higher National Diploma (part-time),Collective Enterprise,Collective Enterprise,150000-200000,Yes,No,once every day,once every day,4,
519464ed118c7ad88b8a99d8f7854257,39,39,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Private Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,3,
8f9088d7542330ba095e342679c25d97,41,36,Undergraduate (full-time),Secondary School (Vocatioinal Route),Public Sector,Private Enterprise,100000-150000,Yes,No,once every day,once every day,3,
3e67da840f872f5a06f56a68697aa476,37,39,Higher National Diploma (full-time),Secondary School (Vocatioinal Route),Private Enterprise,Private Enterprise,100000-150000,Yes,No,once every day,once every day,1,
8c3237eda2a42d962e774e881355e809,50,51,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Public Sector,Public Sector,0-100000,No,No,once more than a year,once every day,45,
06cbf6508a2c2454f03ebe1b47ac8fd5,40,40,Higher National Diploma (part-time),Secondary School (Academic Route (Junior)),Unknown,Public Sector,0-100000,Yes,No,once every day,once every day,3,
d4ce3414e9a135bcfde2968f451a6199,40,37,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Collective Enterprise,Private Enterprise,100000-150000,Yes,No,once every day,once every day,1,
52fc2870da2229bba83824aa444b1ad9,42,40,Undergraduate (full-time),Higher National Diploma (full-time),Public Sector,Public Sector,150000-200000,Yes,No,once every six months,once every day,1,
e734bd4c7765f31a46257891007b920c,43,40,Higher National Diploma (part-time),Higher National Diploma (part-time),Public Sector,Unknown,100000-150000,Yes,No,once every day,once every day,4,
b6e821b661521aed5723d9d43449c9c1,36,35,Secondary School (Academic Route (Senior)),Higher National Diploma (part-time),Sole Trader,Sole Trader,0-100000,No,No,once every day,once every day,5,
cefbd87c9cb471caf01bf4d4ac88e9d7,44,41,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Public Sector,Private Enterprise,0-100000,Yes,No,once every day,once every day,0,
9e066dc88f551688ede2a70e0c2495e1,38,36,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Unknown,Unknown,100000-150000,No,Yes,once every day,once every day,5,
d8dae8068662c9a1542bc0356cfea85f,37,35,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,300000 and above,No,No,once every day,once every day,6,
400068d8694d73abb508e9d44fb38d4f,43,43,Secondary School (Academic Route (Senior)),Higher National Diploma (full-time),Sole Trader,Foreign-funded Enterprise,0-100000,Yes,No,once every day,once every day,8,
10fb7aa82145b12bca030335a3866356,43,38,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Others,Collective Enterprise,100000-150000,Yes,No,once every day,once every day,3,
6767465621603bed1dfb7b6e0d5379fa,43,39,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Public Sector,Private Enterprise,0-100000,Yes,No,once every day,once every day,3,
a74cd418f5469007bc191eefe830d07a,43,42,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Public Sector,Private Enterprise,0-100000,Yes,No,once every day,once every day,1,
1f9738df6e3e93b55c2abe0b0b5c89a0,40,40,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,150000-200000,Yes,No,once every day,once every day,7,
4ef866386fef179d0fcbed98403219e1,40,41,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,100000-150000,No,No,once every day,once every day,2,
02d695e93f717b5a4105c6ce2496550c,38,40,Secondary School (Academic Route (Junior)),Primary School,Others,Others,0-100000,Yes,No,once every day,once every day,1,
fff5a93521ab3f268826722ce4c087e6,40,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,6,
e5bbdf7f9815a076708d117246a4994d,34,34,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Sole Trader,Unknown,150000-200000,Yes,No,once every day,once every day,10,
21186932029c3878fc17ebb54d1a2009,40,40,Higher National Diploma (full-time),Higher National Diploma (full-time),Public Sector,Unknown,0-100000,Yes,No,once every day,once every day,3,
2bcc721a8145ca0425ca41444c9f2e34,39,38,Higher National Diploma (full-time),Secondary School (Academic Route (Senior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,3,
88ad384d76f3ea0e90eec536e28ace2e,41,41,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Others,Others,0-100000,Yes,No,once every day,once every day,2,
8f91a3217c5c3ab79e7dee5b03e95b14,44,40,Secondary School (Academic Route (Senior)),Higher National Diploma (full-time),Sole Trader,Sole Trader,0-100000,Yes,No,once every day,once every day,3,
d5ed8b9ade15ff1c9d32746e0f4288e7,38,38,Higher National Diploma (part-time),Higher National Diploma (part-time),Private Enterprise,Public Sector,100000-150000,Yes,No,once every day,once every day,5,
bdceb394334c573b1dfb6039835a1e0b,43,37,Higher National Diploma (part-time),Higher National Diploma (part-time),Public Sector,Public Sector,100000-150000,Yes,No,once every day,once every day,3,
43bd2864aeab8016d9b637ed6db6f68d,39,39,Undergraduate (part-time),Higher National Diploma (part-time),State-owned Enterprise,State-owned Enterprise,0-100000,Yes,No,once every day,once every day,1,
3d704e0adf152ea68bc7eb47ae21bbac,41,39,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,10,
ab0893ddf81cd79171c29d6715fe1cfe,37,37,Secondary School (Academic Route (Junior)),Primary School,Private Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,1,
e19377d152ffaa95857320b94502e2d4,40,40,Postgraduate,Postgraduate,State-owned Enterprise,State-owned Enterprise,100000-150000,Yes,No,once every day,once every day,2,
8a3e812f3c924d9978c55e511aaec830,37,37,Secondary School (Vocatioinal Route),Higher National Diploma (full-time),Sole Trader,Private Enterprise,100000-150000,Yes,No,once every day,once every day,5,
bbfe79c157a4d45e87d06f6174ab23ed,42,40,Undergraduate (full-time),Higher National Diploma (full-time),Others,State-owned Enterprise,250000-300000,No,No,once every day,once every day,12,
b1d99df9b550d349279aa2c7d2c8a08a,40,39,Higher National Diploma (part-time),Higher National Diploma (part-time),Public Sector,Private Enterprise,200000-250000,Yes,No,once every day,once every day,3,
c8e9d000cb354cc6210802e2ac923044,50,37,Secondary School (Academic Route (Senior)),Undergraduate (full-time),Unknown,Collective Enterprise,200000-250000,Yes,No,once every day,once every day,3,
d4f04be17755452f4d08c2e946f2ad4c,37,35,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,100000-150000,No,No,once every day,once every day,1,
8b6bf9764c3b6e1e49b1ef680a7b41cc,41,40,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Collective Enterprise,Collective Enterprise,150000-200000,Yes,No,once every day,once every day,12,
08afc22ad23b200dcc8c1d8d0c263924,35,35,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Unknown,Foreign-funded Enterprise,0-100000,Yes,No,once every week,once every week,1,
88116528a337ccc8fc813aa6628e1717,53,52,Primary School,Primary School,Unknown,Unknown,0-100000,No,No,once every day,once every day,13,
f219f1623ea8ad45867ee32a7c68bfac,37,34,Secondary School (Academic Route (Senior)),Undergraduate (part-time),Public Sector,Sole Trader,0-100000,Yes,No,once every day,once every day,8,
c5c89e92fb41f98927ec0ea332f24bd9,40,36,Postgraduate,Postgraduate,State-owned Enterprise,State-owned Enterprise,100000-150000,Yes,No,once every day,once every day,1,
1c83e028f5b74b0bc84c1d8e6a99231f,38,34,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Private Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every year,4,
b5626a47ec9ec245ff586b3bb8b87e3e,49,48,Higher National Diploma (full-time),Undergraduate (part-time),State-owned Enterprise,Public Sector,100000-150000,Yes,No,once every day,once every day,2,
d3f0bbb72a8ce8b63c98f6f0cbe831e7,39,38,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Public Sector,Others,0-100000,No,No,once every day,once every day,0,
367227ef4126e5d4b0b8e4bcd0f3dc19,38,36,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Private Enterprise,Others,150000-200000,No,No,once every day,once every day,20,
e3df1ebee12d4be80075bda879dcd06c,48,40,Higher National Diploma (part-time),Higher National Diploma (full-time),Sole Trader,Sole Trader,0-100000,Yes,No,once every day,once every day,0,
b21b27181980b8907a4f0dc1c0e90e0a,35,34,Secondary School (Academic Route (Junior)),Higher National Diploma (part-time),Public Sector,Public Sector,100000-150000,No,No,once every day,once every day,3,
f2fa71f80be22fa24ee0428dc85fd72f,49,52,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Others,0-100000,No,No,once every day,once every day,4,
4557d7cab9df964bdac4ba2be33f41b1,43,38,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Unknown,Unknown,100000-150000,Yes,No,once every day,once every day,1,
ea8212e394d36813241f5d4ffe22314e,38,34,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Sole Trader,Private Enterprise,150000-200000,No,No,once every day,once every day,6,
faa22a991fb2259bc41bedaf881e5d38,39,41,Undergraduate (part-time),Secondary School (Vocatioinal Route),Sole Trader,Sole Trader,300000 and above,Yes,No,once every day,once every day,5,
d4add358fddb67883b379f4e602a7b22,39,40,Secondary School (Academic Route (Junior)),Higher National Diploma (part-time),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every week,10,
55d5a23b9404b60fc1fe5dccdc46baff,41,39,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Public Sector,Others,0-100000,Yes,No,once every day,once every day,1,
605914f040ed630039e91c2cb12c620a,37,37,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),Unknown,Private Enterprise,100000-150000,No,No,once every day,once every day,2,
aea7cbf8736658a263fa09c4ae60dd1d,40,40,Postgraduate,Postgraduate,Unknown,Unknown,100000-150000,Yes,No,once every year,once every day,2,
ea5078f98217b34d0002e563228ab582,38,39,Higher National Diploma (part-time),Higher National Diploma (part-time),Private Enterprise,Private Enterprise,300000 and above,Yes,No,once every day,once every day,1,
eb3fe70935c4276dd085c827f1ced005,48,45,Primary School,Primary School,Unknown,Unknown,0-100000,No,No,once every day,once every day,0,
6d7385de2960c6f2558a0b4cdd5517d1,43,39,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Private Enterprise,Others,100000-150000,Yes,No,once every day,once every day,8,
47534d4829e385e5643178fd24beac65,46,35,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,150000-200000,Yes,No,once every day,once every day,5,
bd0810ab96eeabb0ab0423063b80c0eb,41,38,Undergraduate (part-time),Undergraduate (part-time),State-owned Enterprise,State-owned Enterprise,0-100000,Yes,No,once every day,once every day,2,
d858594153cd093bb4e8af213cc0103c,38,37,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,150000-200000,No,No,once every day,once every day,3,
ac59695a68cc55115a71b08fd9d92060,39,39,Primary School,Secondary School (Academic Route (Junior)),Unknown,Unknown,200000-250000,No,No,once every day,once every day,5,
06b38d4b49cb8557ad068bf739c5bc8c,38,38,Secondary School (Academic Route (Senior)),Higher National Diploma (part-time),Private Enterprise,Private Enterprise,0-100000,Yes,Yes,once every week,once every week,1,
9bc1abbe6fc56c628d99fe7c1c8f8f2c,37,37,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Public Sector,Unknown,100000-150000,Yes,No,once every day,once every day,17,
fecfa8946ac3d42567a7ca612860b7e2,37,36,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Unknown,Others,100000-150000,Yes,No,once every day,once every day,3,
e74f424bdfdfefc6a02b66e42a8b12ec,40,38,Primary School,Primary School,Sole Trader,Sole Trader,0-100000,No,No,once every day,once every day,1,
1ad95c7dde6b0c873f82b5b258488790,39,39,Secondary School (Academic Route (Senior)),Undergraduate (part-time),Unknown,Unknown,250000-300000,Yes,No,once every day,once every day,7,
c70f5e97e798375b05edf3820b387336,45,43,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Sole Trader,Private Enterprise,300000 and above,Yes,No,once every day,once every week,4,
e77518a292e0c583bb63bfdb282267a4,40,39,Primary School,Primary School,Unknown,Unknown,0-100000,No,No,once every week,once every day,0,
45276dffe293bf5954c5a3218f64be27,39,44,Primary School,Unschooled,Unknown,Unknown,0-100000,No,No,once every day,once every day,0,
8d67387201111aadd240f3947b892441,39,32,Higher National Diploma (part-time),Higher National Diploma (part-time),Collective Enterprise,Sole Trader,0-100000,No,No,once every day,once every day,2,
c1316a8f2dc1e48766afe52fdd883a49,42,41,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Private Enterprise,Private Enterprise,100000-150000,No,No,once every day,once every day,6,
269c7573fd109c3cf96ce55317fb72c8,43,42,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Others,Private Enterprise,150000-200000,Yes,No,once every day,once every day,4,
6b9d9cf91e33a4464bab0d48e9b5aac1,43,40,Higher National Diploma (full-time),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,100000-150000,Yes,No,once every day,once every day,3,
e0906a77e39a35884b10b8ec969abaa7,43,41,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,2,
4baa513ff23feb1df8dee23941166a92,37,36,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),Collective Enterprise,Collective Enterprise,0-100000,Yes,No,once every day,once every day,5,
c830002c5338bade32c6ce02205019c4,39,37,Higher National Diploma (full-time),Secondary School (Academic Route (Senior)),Private Enterprise,Private Enterprise,100000-150000,No,No,once every day,once every day,1,
